#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,last,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T14:30:00Z,1155,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T14:40:00Z,946,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T14:50:00Z,236,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T15:00:00Z,118,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T15:10:00Z,236,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T15:20:00Z,318,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T15:30:00Z,339,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T15:40:00Z,358,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T15:50:00Z,409,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T16:00:00Z,455,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T16:10:00Z,481,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T16:20:00Z,500,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T16:30:00Z,522,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T16:40:00Z,545,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T16:50:00Z,628,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T17:00:00Z,663,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T17:10:00Z,1070,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T17:20:00Z,1042,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T17:30:00Z,1012,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T17:40:00Z,1021,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T17:50:00Z,1027,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T18:00:00Z,999,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T18:10:00Z,973,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T18:20:00Z,1012,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T18:30:00Z,1021,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T18:40:00Z,996,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T18:50:00Z,998,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T19:00:00Z,1003,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T19:10:00Z,1012,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T19:20:00Z,1024,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T19:30:00Z,998,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T19:40:00Z,1012,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T19:50:00Z,1015,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:00:00Z,726,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:10:00Z,415,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:20:00Z,365,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:30:00Z,396,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:40:00Z,377,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T20:50:00Z,358,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:00:00Z,350,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:10:00Z,324,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:20:00Z,431,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:30:00Z,457,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:40:00Z,600,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T21:50:00Z,551,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:00:00Z,538,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:10:00Z,528,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:20:00Z,838,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:30:00Z,610,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:40:00Z,584,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T22:50:00Z,458,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:00:00Z,411,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:10:00Z,337,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:20:00Z,53,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:30:00Z,139,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:40:00Z,222,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T23:50:00Z,244,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:00:00Z,253,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:10:00Z,278,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:20:00Z,299,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:30:00Z,333,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:40:00Z,355,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T00:50:00Z,360,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:00:00Z,353,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:10:00Z,278,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:20:00Z,248,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:30:00Z,254,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:40:00Z,239,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T01:50:00Z,233,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:00:00Z,230,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:10:00Z,218,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:20:00Z,213,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:30:00Z,216,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:40:00Z,211,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T02:50:00Z,207,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:00:00Z,196,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:10:00Z,186,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:20:00Z,188,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:30:00Z,178,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:40:00Z,182,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T03:50:00Z,177,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:00:00Z,180,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:10:00Z,184,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:20:00Z,184,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:30:00Z,187,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:40:00Z,184,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T04:50:00Z,187,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:00:00Z,190,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:10:00Z,186,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:20:00Z,189,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:30:00Z,186,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:40:00Z,188,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T05:50:00Z,185,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:00:00Z,176,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:10:00Z,173,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:20:00Z,170,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:30:00Z,161,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:40:00Z,164,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T06:50:00Z,154,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:00:00Z,151,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:10:00Z,189,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:20:00Z,181,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:30:00Z,245,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:40:00Z,209,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T07:50:00Z,152,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:00:00Z,108,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:10:00Z,67,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:20:00Z,62,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:30:00Z,76,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:40:00Z,1,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T08:50:00Z,128,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:00:00Z,125,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:10:00Z,63,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:20:00Z,120,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:30:00Z,182,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:40:00Z,192,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T09:50:00Z,295,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:00:00Z,292,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:10:00Z,298,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:20:00Z,341,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:30:00Z,299,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:40:00Z,275,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T10:50:00Z,260,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:00:00Z,198,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:10:00Z,149,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:20:00Z,147,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:30:00Z,167,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:40:00Z,207,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T11:50:00Z,229,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:00:00Z,273,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:10:00Z,304,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:20:00Z,276,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:30:00Z,284,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:40:00Z,269,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T12:50:00Z,325,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:00:00Z,411,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:10:00Z,458,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:20:00Z,494,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:30:00Z,468,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:40:00Z,442,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T13:50:00Z,418,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:00:00Z,431,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:10:00Z,1855,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:20:00Z,1271,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:30:00Z,881,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:40:00Z,713,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T14:50:00Z,584,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:00:00Z,524,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:10:00Z,476,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:20:00Z,513,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:30:00Z,485,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:40:00Z,438,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T15:50:00Z,411,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:00:00Z,372,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:10:00Z,403,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:20:00Z,418,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:30:00Z,433,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:40:00Z,446,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T16:50:00Z,442,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:00:00Z,438,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:10:00Z,451,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:20:00Z,447,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:30:00Z,440,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:40:00Z,436,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T17:50:00Z,453,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:00:00Z,469,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:10:00Z,444,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:20:00Z,459,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:30:00Z,454,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:40:00Z,449,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T18:50:00Z,465,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:00:00Z,399,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:10:00Z,167,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:20:00Z,131,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:30:00Z,136,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:40:00Z,184,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T19:50:00Z,217,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:00:00Z,224,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:10:00Z,233,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:20:00Z,517,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:30:00Z,441,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:40:00Z,394,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T20:50:00Z,432,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:00:00Z,522,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:10:00Z,442,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:20:00Z,396,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:30:00Z,357,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:40:00Z,125,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T21:50:00Z,136,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:00:00Z,178,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:10:00Z,222,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:20:00Z,219,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:30:00Z,217,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:40:00Z,205,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T22:50:00Z,203,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T23:00:00Z,219,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T23:10:00Z,207,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T23:20:00Z,275,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T23:30:00Z,234,tvoc,ccs811
,,3,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,234,tvoc,ccs811
,,4,2021-03-19T23:31:28.717141286Z,2021-03-21T23:31:28.717141286Z,2021-03-20T01:10:00Z,1191.034,co2,scd30
